ProductCode;AlcoholValueRatio;AlcoholPercentage
12097601;274.94;14.5%
11571001;228.97;14.5%
14781701;299.05;14%
14782601;123.7;14%
14781901;299.05;14%
11571301;230.22;15%
14782101;299.05;14%
12097701;123.71;14%
14781801;299.05;14%
13725501;275.77;14.5%
14782201;299.05;14%
14782405;299.05;14%
11570805;199.56;15%
14782305;288.74;14.5%
11501801;38;14%
11571701;28.54;14%
14782505;163.01;15.5%
1460706;10.51;13%
1460701;14.35;13%
4218301;14.92;12.5%
4218306;10.51;13%
1277206;10.25;13%
1277201;13.86;12.5%
12715401;15.67;8.5%
3595901;31.42;14%
13965701;35.7;14%
14196901;15.98;7.5%
12715501;14.02;9.5%
15005301;18.12;12.5%
8362401;106.66;12.5%
7755201;49.22;13%
13000401;51.1;12%
5236901;41.1;12%
7301205;44.44;12%
12154701;133.33;13%
5491601;47.77;12%
12154905;60.56;12%
777901;48.88;12%
7767501;60.79;12.5%
5128201;47.17;13%
12154601;197.13;13%
8362301;49.32;10%
13000101;53.33;13%
8362201;51.19;12.5%
8362501;60.79;12.5%
12154801;197.13;13%
11873901;146.56;13%
11873701;89.13;13%
1288601;25.63;13%
5088001;26.66;12.5%
5088101;30.24;13%
14428101;71.33;14%
14694801;29.31;14.5%
14695001;30.4;12.5%
14694901;30.92;12.5%
11858001;44.65;14%
11858101;44.65;14%
13450801;19.84;13.5%
13451001;23;14.5%
13934801;37.7;14.5%
13451301;27.79;14.5%
147901;15.99;12.5%
5027601;21.9;14%
5027602;23.41;14%
12138905;35.71;14%
5028001;33.32;14%
3010001;30.25;14.5%
4363701;45.89;14.5%
4344201;37.68;15%
13601201;40.52;15%
15285002;133.14;14%
5281201;19.73;12.5%
5281301;18.97;13%
5228206;12.56;13%
4509001;20.73;13.5%
12116101;13.32;12.5%
14399501;17.43;13%
14399601;17.13;14%
14399701;18.12;12.5%
14364001;30.29;11%
14363901;30.29;11%
14364101;28.97;11.5%
14362901;29.99;12%
14362801;30.13;11.5%
4947201;27.4;14.5%
14898201;43.86;14.5%
5127601;54.9;14.5%
5848501;16.78;13.5%
10801101;25.54;12%
11310306;13.06;12.5%
10663301;18.12;12.5%
9459901;25.54;12%
10406705;26.66;12.5%
9459801;24.61;13%
10754801;414.8;13.5%
10759101;71.77;13%
851101;66.66;13%
11436801;28.71;13%
14024501;335.77;13.5%
10754901;335.81;13.5%
13719301;93.82;13.5%
3789301;64.19;13.5%
12966301;29.86;12.5%
15365801;61.53;13%
13345701;76.91;13%
1341001;67.14;13.5%
8036001;44.09;13%
14266701;54.31;13.5%
12100701;58.45;13%
10998801;46.41;13.5%
2094201;128.38;13.5%
4460402;24.11;11.3%
5133802;29.05;7.5%
4460502;25.33;9.2%
15285801;30.26;13%
15286301;32.21;13%
13635101;38.36;13%
14588501;36.65;13%
14588601;53.32;13%
11066801;31.47;12.5%
11066901;30.81;13.5%
15285901;32;13%
11067201;25.68;13.5%
11067101;27.18;13%
12034701;34.01;12.5%
12034901;59.25;13.5%
12035201;50.03;12.5%
12612601;61.33;12.5%
14206802;45.37;5.5%
10866908;48.58;30%
12874101;16.66;12%
12874001;15.99;12.5%
11560001;25.54;12%
14637402;18.95;40%
12591201;54.33;14.7%
9182806;13.52;12%
5610201;53.32;14.5%
9323805;39.08;14.5%
9323801;40.94;14%
13617401;26;8.2%
10689802;31.33;5.6%
6992301;40.45;5.6%
1831801;35.22;7%
2063002;29.24;6%
10645002;36.15;7%
10338501;36.61;13%
14985001;23.12;14.5%
14835501;26.66;14.5%
13403801;23.49;13%
13403901;27.12;12.5%
10030301;47.47;12.5%
1214201;34.57;13.5%
1214301;57.78;13.5%
1214101;56.41;13%
15188301;41.02;13%
1214001;34.36;13%
4338101;22.98;14.5%
7839801;16.03;45%
12920401;44.31;12%
13042201;51.67;12%
15368805;49.43;12%
13042301;46.53;12%
4907601;25.7;14%
5859501;28.48;14%
1900801;29.53;13.5%
12787202;33.15;46%
12393801;39.27;5.5%
12499301;44.41;12%
6924001;44.41;12%
6924107;51.39;12%
12186905;44.42;12%
11098002;45.78;12%
11098001;39.44;12%
10125701;77.69;12%
13756801;47.74;12%
13695201;47.74;12%
12685801;55.53;12%
15469202;55.33;12%
11213101;49.33;12%
13202101;49.28;15%
13202001;35.97;15.5%
13835301;13.5;15%
13835401;20.76;15%
14115602;23.98;8.2%
14115702;26.84;6.8%
14120902;29;6.1%
14115502;29.6;5.5%
11386301;32.72;40%
10889301;16.61;43%
1973901;37.32;12.5%
1872101;63.99;12.5%
12080601;35.71;14%
7774405;21.42;14%
1572001;35.19;12.5%
2069701;37.33;13.5%
10957901;28.15;13.5%
4139601;28.37;12.5%
15377605;37.18;13%
15377705;35.38;13%
8153901;28.71;13%
15377505;33.33;13%
12392505;33.33;13%
13733705;31.27;13%
12577105;31.27;13%
11386901;37.44;13%
15563501;28.64;13.5%
11682401;24.1;13%
15568401;32.1;13.5%
3005502;80;15%
1725901;63.94;14%
13733601;36.11;12%
624701;28.88;12%
11682301;35.53;12%
15377205;33.33;13%
15377305;64.1;13%
2221001;30.4;12.5%
13733905;31.27;13%
13734005;31.27;13%
15377405;53.85;13%
12393205;31.27;13%
12393305;30.24;13%
12576905;31.27;13%
3006301;28.63;13.5%
5478001;30.56;12%
11386801;33.33;13%
12999301;31.11;10.5%
10020701;12.83;13.5%
3005001;28.21;13%
2046706;12.64;12%
14377401;14.64;40%
5361701;40.23;50%
12796701;65.73;50%
5361901;39.7;40%
5362101;39.7;40%
5362201;37.3;45%
10438901;41.92;15.9%
14495602;24.45;15.5%
14495702;27;17%
13717001;25.97;44%
9787701;19.04;14%
12855701;21.53;13%
12855401;23.32;12%
11754401;29.18;8.5%
12823102;30.12;8.5%
2125801;20.18;40%
2125701;16.6;40%
4524701;12.68;40%
11970701;47.07;43%
13011301;23.93;40%
7861901;17.32;40%
3576801;24.99;40%
3576901;37.14;40%
10869301;19.97;40%
10867001;19.4;40%
15005901;21.37;40%
15005801;20.51;40%
1284901;13.87;38%
13751501;22.05;40.5%
13751401;20.59;55.5%
13751301;19.92;55.5%
15601201;23.66;41%
3214801;18.21;40%
3276501;19.64;40%
15005001;17.8;40%
15004702;17.18;57.5%
15004801;21.37;40%
15004901;26.78;42%
13011401;25.08;43%
14994501;31.41;40%
12666601;32.11;40%
246001;43.57;40%
3576401;29.25;40%
9907701;21.9;14%
15502801;22.21;12%
13667901;85.23;12.5%
13668101;68.16;12.5%
13668201;66.56;12%
10905101;18.76;13.5%
13084601;35.14;14%
14930501;49.92;13.5%
14930701;45.71;13%
7860301;50.46;12.5%
13660401;48.94;14.5%
14930101;55.82;13.5%
10409101;38.86;12.5%
14929801;45.71;13%
13660701;55.94;14.5%
14930601;60.12;13.5%
7885901;42.92;13%
14930301;60.12;13.5%
10409001;62.45;13%
13660601;57.95;14%
14930201;45.71;13%
14930401;49.92;13.5%
14929701;45.71;13%
14930001;32.33;13%
14929901;55.82;13.5%
13660901;39.03;13%
13660501;47.01;13.5%
7860201;50.46;12.5%
10409401;53.37;12.5%
10409301;41.76;12.5%
7895501;31.76;13%
11162901;42.92;13%
13660801;38.06;14%
7330801;27.9;13%
5307001;38.28;13.5%
5496701;34.24;14%
11409802;20.99;40%
15195202;43.52;5%
5498601;17.94;14%
10483101;23.7;14%
5499001;16.91;12.5%
5498801;17.71;12%
13927801;22.55;38%
10715801;22.55;38%
10719001;18.79;38%
10715701;20.67;38%
13403701;36.26;13.2%
12791701;13.28;13%
12962801;18.12;12.5%
11857201;22.05;13%
12740601;25.63;13%
3311501;15.99;12.5%
7797901;34.29;14%
10113306;14.17;12%
15473301;18.8;9%
15151501;594;48.1%
15473105;26.66;12.5%
15602207;26.66;12.5%
15473201;25.59;12.5%
14124501;22.05;13%
4346406;12.38;10.5%
3300301;14.34;10.5%
4273606;10.37;13.5%
1363301;11.13;14%
14514701;28.54;13.5%
5839401;31.89;12.5%
14514601;40.89;13.5%
5839501;37.33;13%
14515301;46.29;12.5%
5833901;36.24;11%
13798101;66.66;14%
13798201;132.31;13%
13798401;153.83;13%
12673501;65.64;13%
14156301;65.64;13%
15272301;71.59;13%
15323801;397.34;13%
14032801;176.92;13%
15324001;246.15;13%
15323701;146.67;13%
12673401;72.82;13%
14156501;76.92;13%
15273401;86.15;13%
14031901;110.86;13%
12673201;56.41;13%
15273205;70.26;13%
15272901;67.08;13%
12774501;181.55;13%
185506;13.06;12.5%
12964201;23.9;14.5%
10692401;71.71;14.5%
12310501;76.31;14.5%
13886101;80.94;14%
12310301;75.23;14%
13877401;152.37;14%
15082101;41.47;13.5%
13877901;38.09;14%
13877801;41.37;14.5%
15081701;45.7;14%
10692501;41.47;13.5%
15081801;32.58;13.5%
12310601;25.72;14.5%
13886301;31.42;14%
13887001;30.61;13.5%
15082001;29.62;13.5%
12310401;40.48;13.5%
13886001;38.09;14%
15081901;36.31;14.5%
12715906;7.96;12.5%
15566001;20.13;12.5%
10902606;10.23;13%
14242401;22.69;12.5%
15510701;19.48;13%
13864101;25.39;11.5%
13882601;33.65;12.5%
13882701;35.23;14%
7336501;24.52;12.5%
13643305;24.26;12.5%
1262805;21.33;12.5%
1262801;18.98;12.5%
1262701;19.72;12.5%
13128705;20.26;12.5%
12102501;133.31;15%
14604601;133.31;15%
10542401;68;14.5%
14599201;91.93;14.5%
12308102;32.36;5.6%
12861902;22.19;5.4%
13349607;23.49;5.1%
12104102;29.65;5.1%
14339201;27.22;12%
14339301;35.29;8.5%
14339101;29.52;14%
14445001;33.14;14%
14138701;21.52;13%
14138605;23.46;12.5%
14678801;26.7;24%
14679001;26.7;24%
14678901;26.7;24%
14679101;26.7;24%
11753102;55.3;45%
11753002;55.3;45%
15519502;58.67;45%
15519301;51.6;25%
15519002;54;25%
15518802;58.67;45%
15518302;50.67;45%
15519102;42.57;35%
15519401;42.57;35%
11752902;46.63;45%
13224801;27.92;46%
12719701;30.92;12.5%
12720501;35.55;13.5%
10275001;29.73;13%
12720201;71.78;13%
13320001;22.55;13%
12720101;79;13.5%
14381701;39.5;13.5%
12719801;38.96;13%
12720001;49.21;13%
12505401;45.12;13%
12719901;46.14;13%
8159901;41.47;13.5%
14916401;22.55;13%
13716601;35.4;12.8%
14916301;54.73;13.5%
15380901;40.5;13%
14502502;21.05;38%
13734701;60.87;57.5%
1133201;14.03;19%
12802002;null;0%
5512202;34.48;12%
3140304;89.36;11.5%
763102;74.53;11%
4006302;193.5;10.5%
7268101;25.08;13.5%
9474802;133.31;10.5%
9182602;198.16;11%
14071202;206.84;10.5%
15311205;30.28;14%
14071302;206.84;10.5%
6393102;32.98;20%
13967901;33;13.5%
13336501;27.73;18%
6800401;32.58;13.5%
3311301;19.74;13.5%
10830401;12.11;11%
12800701;12.11;11%
7346701;14.5;12.5%
1724206;11.97;12.5%
14461801;57.43;12%
14744501;31.39;11%
14744601;34.36;13%
11238601;64.88;13%
11400401;54.31;13%
14705301;36.62;12.5%
15598401;29.86;12.5%
12799401;27.64;13.5%
66001;17.43;13%
711901;27.61;14%
9447701;41.37;14.5%
4758901;41.37;14.5%
86101;19.99;12%
1892301;21.85;11%
11769201;18.17;11%
11769101;15.99;12.5%
3381005;101.33;12.5%
3381001;91.72;12.5%
298601;68.88;12%
3467601;91.72;12.5%
13705001;20.73;13.5%
14978701;31.25;45.3%
11284202;null;0%
15156901;30.67;13%
11164701;47.61;14%
11144601;32.85;14%
11164801;27.64;13.5%
11511201;20.85;11.5%
11511101;19.74;13.5%
11511001;18.45;13%
12597001;41.1;12%
13367601;22.85;14%
15544501;58.03;12.5%
5407601;18.6;43%
5407701;18.6;43%
5407501;18.77;35%
10408801;23.33;30%
4017902;22.54;13%
4017905;22.56;13%
4017901;19.48;13%
12958701;12.34;13.5%
11418202;34.33;7%
11418102;42.09;10.8%
15455202;32.83;7.2%
14548602;27.51;5.2%
14343102;25.9;5.5%
11768202;40.26;15%
14234602;36.31;16.5%
14808102;31.27;6.3%
14940302;34.96;8%
13649302;28.98;8%
14808002;30.26;6.5%
12256202;39.35;6.5%
14622002;28.73;8.3%
12258102;28.77;6.7%
14583002;30.26;6.5%
14622102;34.22;6.5%
14234502;39.65;6%
14234302;40.91;6%
14155702;37.62;6.5%
14234402;39.65;6%
14808202;41.03;6.5%
14051202;50.43;12%
14234702;50.4;12%
15639602;34.33;7%
14583102;35.31;5.2%
14583202;35.31;5.2%
15052902;28.79;10%
15639702;32.65;8%
14539101;28.5;40%
7705103;48.72;16.4%
7793601;21.72;16.4%
11793601;23.51;16.4%
6992401;23.51;16.4%
10850001;23.51;16.4%
14481401;23.51;16.4%
15018901;62.4;12%
899701;29.32;12.5%
3452601;67.68;13%
3452501;40.95;12.5%
900101;45.12;13%
900001;107.68;13%
12447801;37.89;12%
12447701;38;12%
12101601;46.14;13%
11949701;58.45;13%
716001;33.92;40%
12964401;69.32;12.5%
12963901;54.39;12.5%
12964501;101.32;12.5%
12073001;22.8;14.5%
1176401;27.14;40%
764901;1267.86;40%
11149501;23.57;40%
3368901;67.85;40%
12268001;17.73;11.5%
8270201;42.46;13.5%
8270001;39.5;13.5%
8270101;39.5;13.5%
11653401;18.54;11.5%
13182306;21.06;12.5%
15281801;49.37;13.5%
15282001;57.27;13.5%
11674301;14.28;14%
11674201;16.29;13.5%
5487401;22.21;15%
5487301;40.94;14%
5487201;102.53;14.5%
5488101;24.68;13.5%
11161601;26.66;13.5%
5488201;29.51;14%
1920306;12.22;12%
5391802;27.5;40%
11271101;12.79;13.5%
5713501;16.42;40%
12218802;23.93;7%
14672802;42.68;16%
12990202;20.99;40%
14063001;null;0%
6001002;360.91;7%
14796101;16.66;30%
13562601;41.45;59.7%
13522202;28.55;10.5%
14804602;25.13;11.8%
14329702;31.82;7.4%
13236602;30;10%
14486402;30.18;10%
14847202;24.39;12%
14059702;28.81;9%
14207002;25.48;10%
13838202;26.77;6.8%
13838102;23.83;9.5%
14804402;28.35;10.1%
14059502;19.96;11%
14847102;36.02;7.3%
14584306;13.33;13.5%
14584301;13.82;13.5%
14497601;13.64;14.5%
15013601;99.99;12%
14781501;31.89;12.5%
15451201;16.47;12.5%
14432901;15.82;12.5%
15332001;16.56;13%
3923401;25.9;18%
15174401;87.8;13.5%
15173901;74.19;14%
15173501;45.93;13.5%
15573901;25.39;11.5%
14130302;20.4;40%
15110301;26.24;12.7%
10181402;29.28;6.5%
10649602;27.39;7.5%
14732902;26.22;7.5%
1823202;24.06;6.5%
10467602;27.2;8%
13875501;50.57;14.5%
13875601;50.57;14.5%
12638501;33.74;14.9%
13252605;32.24;14.9%
12638601;23.42;14.3%
12638901;24.56;13.3%
12638801;21.67;14.9%
7255702;28.17;4.9%
11072201;24.61;13%
11072101;24.61;13%
4801401;16.59;40%
14013401;22.92;12.5%
5999801;25.63;13%
5999901;29.19;10.5%
5159601;22.55;13%
5623701;19.04;14%
911002;32.89;6.9%
7267501;12.19;13%
2898601;28.41;14.5%
2898501;18;14%
7842401;30.76;13%
12297901;15.24;13.5%
1372001;30.76;13%
15032701;25.16;14.5%
10875401;30.34;14.5%
140201;23.07;13%
8341301;120.34;15.5%
11871001;25.7;13%
15451301;29.7;12%
3036101;21.52;6.5%
11844101;47.92;10%
13757101;53.32;12.5%
11017402;50.48;11%
12382201;43.53;47%
11351301;30.43;47%
11342601;27;47%
14237601;16.3;13.5%
4446506;11.73;13.5%
4446501;14.8;13.5%
3722001;20;13%
4446601;18.77;13.5%
10300001;20.74;13.5%
11318401;33.48;13.5%
11318301;25.54;13%
13064801;34.86;13%
13064901;32.37;14%
14670205;41.24;14.5%
7338701;86.67;15%
10428201;41.75;14.5%
11902601;76.1;14%
14670301;147.03;14.5%
15480902;33.18;6.5%
15199602;33.08;7%
14562602;43.31;5.5%
14849802;26.93;8%
15642302;31.22;8%
13100102;31.02;6%
15281002;30.27;8%
14809002;29.8;8%
15481102;31.22;8%
15200002;29.98;10%
15072502;31.79;7.5%
15481002;33.27;5.8%
14558302;30.91;5.5%
13647102;32.16;8%
14849602;29.52;10%
14008702;26.11;8%
11715402;39.56;5.5%
15642502;37.15;5.5%
15072302;39.74;8%
15199702;39.05;6%
15642402;35.95;6%
14136202;39.61;5.5%
13647202;25.54;8%
13956302;27.53;8%
14849702;29.77;8%
15072402;32.64;8%
15406302;32.64;8%
15406102;28.39;10%
15642202;28.39;10%
15406202;34.06;7%
15199802;34.06;8%
14164302;32.64;8%
15281102;32.64;8%
8318001;51;12%
8317901;43.22;12%
5632301;30.47;14%
15084901;21.05;14%
14485302;27.83;11%
937002;19.99;40%
10954502;20.26;38%
15426301;17.61;30%
13244701;44.44;15%
2231501;29.62;13.5%
1508501;26.67;12.5%
14648401;63.4;14.5%
14649101;584.33;14%
14648301;59.48;14%
14649001;256.32;14.5%
14622801;46.49;12.5%
14622901;48.34;12.5%
14648201;29.16;13%
14648801;35.48;13.5%
14648601;44.4;13.5%
14648901;37.31;13%
14648501;42.57;13.5%
14648701;35.23;14%
14974601;46.17;16%
12253301;18.09;12.5%
12253401;17.38;13%
12171801;57.23;13%
14194101;59.16;13.5%
14379701;26.56;12.5%
11664601;44.35;13.5%
12169401;41.98;13.5%
11201901;67.59;13%
14449901;65.97;13.5%
15102601;61.44;13%
13042401;32.35;11.5%
11963001;28.54;13.5%
14147801;47.89;12.5%
15073801;31.89;12.5%
14379601;26.56;12.5%
12291201;47.84;14.5%
12291101;26.27;12.5%
353102;17.63;38%
15469901;24.96;12.5%
15564101;21.83;13.5%
15564001;22.29;12.5%
11308802;140.05;15%
11308902;50.08;15%
11236101;38.09;14%
14261501;30.91;12.5%
8356101;33.06;12.5%
1636501;50.24;13%
14492901;65.12;13%
14410801;41.59;12.5%
7823101;135.37;13%
10307401;84.07;13%
1636601;137.42;13%
14493201;136.4;13%
7823001;135.37;13%
9204301;46.66;13%
14410701;60.5;13%
8354901;46.14;13%
295001;49.21;13%
14410901;71.27;13%
11016901;31.98;12.5%
14108101;14.96;40%
3831502;31.98;5.1%
3601902;30.93;5%
1219902;29.24;5%
1327802;23.3;7%
3832202;31.98;5.1%
5667402;29.24;5%
9894001;25.42;5%
11801402;30.7;5%
8096401;25.42;5%
11801302;30.7;5%
5667301;21.79;6%
5707001;30.49;14.5%
7828101;18.36;13%
9822401;17.68;13.5%
9822501;21.06;14.5%
8207902;14.98;12%
11898802;14.38;12.5%
7852802;13.83;13%
13198501;48.6;15.5%
3130001;32.1;13.5%
5422605;48.52;14.5%
5422601;51.9;14%
14077001;65.22;14%
14077101;91.75;14.5%
14320401;24.52;12.5%
14320301;25.59;12.5%
12632001;32.1;13.5%
12631901;59.16;13.5%
12098201;29.51;14.5%
13671201;29.38;14.5%
13671301;40.57;15%
14937101;41.96;15%
14937201;66.11;15%
14937405;68.4;15%
12271201;15.46;12.5%
10457102;34.83;15.5%
11541901;101.53;13%
15516001;15.99;12.5%
5693401;28.63;13.5%
11219201;16.24;35%
11219101;15.88;35%
7867101;25.39;11.5%
4167101;24.69;13.5%
4019701;27.18;13%
6841101;25.68;13.5%
3403502;18.46;5.4%
10214302;20.15;5.4%
11270501;23.2;13.5%
5288801;21.6;14.5%
7961101;61.42;14%
7961301;68.94;14.5%
13854801;61.9;14%
14883601;62.38;14%
14883501;113.81;14%
5636901;30.48;14%
5938901;23.21;13.5%
5834401;43.21;14.5%
295602;16.7;11%
295601;13.93;11%
3028801;48.1;13.5%
14227701;60.99;12%
14992701;66.64;12%
14733204;20.43;10.5%
5074202;85.56;12%
4124201;35.71;14%
6902201;19.2;13%
15426402;39.67;8%
14007601;34.74;7.1%
15177501;35.24;7%
14102101;35.24;7%
6813501;9.19;14.5%
14986601;50.69;12.6%
14986701;46.46;12.6%
15497101;29.75;13.4%
10388801;16.9;5.5%
10388601;16.9;5.5%
11203101;19.32;5.5%
5427101;13.28;8%
11082701;15.25;40%
28701;14.35;19.5%
27601;14.69;19.5%
35301;16.44;15%
35201;16.44;15%
12386202;35.49;20%
3006901;14.01;19.5%
15608801;17.77;12%
7882701;33.84;13%
10634601;43.45;13.5%
10634501;45.12;13%
15355901;115.38;14.5%
15356601;52.87;14.5%
10351801;28.13;13.5%
15286201;43.46;13.5%
15286601;37.9;14%
15286101;36.72;13%
7797201;35.56;13.5%
15251601;37.7;14.5%
1504001;33.58;13.5%
14927301;28.24;13%
15238801;95.47;12.5%
15057101;74.06;13.5%
13474801;39.5;13.5%
13469701;44.43;13.5%
13409601;41.5;14%
12293201;42.77;14%
14603901;39.43;14%
7919601;39.87;12%
14894801;48.33;12%
14223001;57.78;12%
5976106;10.99;13.5%
299101;12.22;12%
11265401;33.92;5.5%
15385401;12.22;12%
10865401;17.38;11.5%
11308301;14.28;14%
11265501;17.46;14.5%
14316901;null;0%
11658101;61.63;13.5%
10058201;25.57;7%
8263301;26.65;8%
14175902;32.73;5%
14155102;32.73;5%
14175802;32.73;5%
15491501;77.33;15.5%
13880001;141.9;14%
13879801;48.95;15.5%
13879701;47.9;15%
14657201;48.63;14.5%
13879901;74.75;15.5%
13876101;25.62;14%
14256101;13.32;13%
12067701;38.27;13.8%
10759501;49.4;15.4%
10759301;34.33;15.4%
10759201;49.4;15.4%
12088106;10.76;12.3%
7775601;28.97;11.5%
5694101;17.43;13%
1537701;15.37;13%
5624806;11.46;12.5%
786002;21.58;13%
271601;15.47;13.5%
286601;13.43;12.5%
1426201;19.43;13.5%
10911101;17.77;13.5%
12534701;28.1;14%
5729301;28.15;13.5%
5729101;24.44;15%
4766301;38.46;13%
7669101;21.45;11.5%
576801;14.8;13.5%
7964902;234.13;0.5%
11917302;15.37;13%
11917402;15.98;12.5%
11032901;18.17;11%
12641801;20.73;13.5%
15346201;19.04;12%
15346101;20.32;11.2%
5508101;21.16;13%
1438501;19.69;14%
1439101;20.01;11%
1438101;16.05;13.5%
11694401;17.94;14.5%
271801;12.61;13%
753401;12.14;13.5%
14784901;null;0%
4212901;13.32;13%
652301;18.45;13%
790501;31.1;15%
545901;17.06;12.5%
5700505;22.38;14%
5700501;16.66;14%
11095401;24.28;40%
14877601;52.37;14%
12355301;19.99;14%
14794001;52.37;14%
3044301;17.43;13%
11333701;17.12;11.5%
14245701;19.19;12.5%
1398501;27.61;14%
1044101;15;12%
15208301;19.59;11.5%
3596801;15.7;13.5%
11745801;30.67;5%
7092901;17.01;12.5%
8363501;34.4;5%
7095801;17.72;12%
611605;20.23;11.5%
611601;17.38;11.5%
12769501;19.27;11%
12267801;17.37;13.5%
11489606;11.44;13.5%
12539501;14.28;40%
13444201;19.04;14%
8300001;23.21;40%
8299701;32.14;40%
9241301;24.39;14.5%
14598101;49.92;13.5%
12280701;39.81;13%
14596201;28.42;13.5%
12823901;46.35;13%
13418201;36.2;14%
11028801;38.46;13%
13418501;45;14%
13418605;45.68;14%
14596401;46.69;13.5%
14596305;48.19;13.5%
14596101;37.02;13.5%
13403101;144.83;14%
13403201;93.86;14.5%
11514801;26.56;15%
11514901;20.84;14%
13705801;60.86;14%
3267701;39.97;5%
9409401;36.53;13.5%
9910701;16.88;15%
15102401;18.45;13%
14768001;50.81;13%
11266901;52.5;13%
13117901;44.31;13%
13198401;50.75;13%
9215701;61.53;13%
13160901;47.12;14%
14841501;48.87;13.5%
15351401;48.89;13.5%
13820201;36.04;14%
14952401;27.77;12%
12229501;25.54;13%
14200301;44.79;12.5%
320501;31.83;15.5%
4539501;20;13%
9129202;29.95;40%
15521501;27.14;14%
3185601;24.2;13.5%
7948601;25.56;12%
1174901;31.1;15%
5502001;21.72;13.5%
7880502;38.5;13.5%
11803101;14.43;12%
1174701;19.74;13.5%
13504401;29.08;11%
13055301;27.87;11%
13055201;27.81;11.5%
14119701;26.65;11%
10944701;23.8;14%
10725701;25.26;13.5%
15372202;29.08;5.2%
15372402;30.24;5%
5606502;24.96;8%
14017001;33.32;14%
15001301;42.66;12.5%
9352601;26.66;12%
5626801;25.61;13%
5486701;48.3;13.5%
15001401;36.7;12%
8169401;38.96;13%
11369702;76.17;10.5%
10967201;22.37;12.5%
15139202;109.77;8.5%
11510901;31.29;11.5%
11101301;47.4;13.5%
11101401;47.4;13.5%
11116101;15.75;13.5%
11474101;10.66;12.5%
11705801;24.59;11.5%
7865801;14.35;13%
11598001;37.52;13.5%
12552301;37.52;13.5%
8159202;24.18;5%
12833602;71.82;55%
2846701;65.59;12.5%
13294101;19.07;12.5%
13709501;37.87;11%
13063201;20.47;45%
1739701;25.28;14.5%
1739401;32.89;15%
1884002;70.46;14%
12080401;39.97;5%
9348801;37.13;14%
1258701;19.54;46%
3506001;22.14;40%
15354101;50.84;11.8%
13092701;64.56;13.4%
15059901;40.52;12.5%
15354201;45.21;11.5%
15060001;38.96;13%
13108201;54.37;11.5%
12031401;53.02;13.3%
15353301;42.78;13.4%
13108401;48.34;11%
15173001;46.05;11%
13108301;37.21;12.5%
12341001;39.89;13%
14119201;20.18;46%
10835801;21.18;13.5%
10835901;26.56;13.5%
10836001;27.57;13%
13336705;24.62;13.5%
6009201;30.54;13.5%
6012301;19.29;13%
6010701;37.87;13%
15589401;29.48;13.5%
9955701;57.75;14.5%
9955705;59.31;14.5%
9955601;30.48;14%
12557201;53.33;14%
14339401;53.07;5%
1737701;31.29;17%
1738001;29.56;18%
9374101;33.38;14.5%
7649705;34.98;14.5%
308401;54.62;14.5%
9219701;67.77;14.5%
9219601;31.54;14.5%
9650205;32.38;14%
1504201;27.04;14%
2985501;94.84;15%
2985505;108.42;14%
5761901;74.21;15%
13009001;23.69;13.5%
5762001;24.94;14%
9025201;31.42;14%
5746801;23.37;15%
12322507;51.48;11%
13002601;16.66;12%
4762201;58.65;7.5%
15247501;32;12.5%
401501;38.32;13.5%
401701;38.26;13%
400701;49.19;13.5%
401601;43.9;13%
15606801;40.43;12.5%
10670801;18.76;13.5%
14914901;20.26;12.5%
14914801;22.71;13.5%
14915101;24.61;13%
14915001;24.61;13%
11232801;49.45;14.8%
9135201;64.18;14.5%
1777001;45.89;14.5%
804101;84.32;14.2%
15113501;73.37;14.5%
15326001;73.38;14.5%
14465205;64.28;14.5%
9135001;50.48;14.5%
9135501;41.29;14.5%
10786201;45.79;14.5%
10786001;64.18;14.5%
13282501;45.89;14.5%
14608301;24.67;14%
12208701;44.36;15%
11205301;77.15;14.5%
12208801;37.61;14.5%
12208601;47.72;14.5%
13238701;55.56;15%
14608201;22.38;14%
13965301;25.24;14%
12977201;31.4;14%
12977301;31.42;14%
5040501;38.96;13%
10467701;26.57;15%
10467801;27.59;14.5%
12148902;17.48;8%
15206002;20.98;5.9%
5700702;22.71;5.1%
12149002;19.35;6.5%
4301602;26.99;14%
15107601;51.66;12%
15107701;49.26;11.5%
5843802;159.96;7.5%
15092001;52.3;13%
9601501;25.59;12.5%
7825601;40.71;13%
7819605;38.39;12.5%
5235901;31.68;13%
5020701;87.82;8%
5939901;148.43;7.5%
5940001;44.05;11.5%
5940201;65.63;13%
7825505;69.23;13%
14271201;41.89;10.5%
14271301;47.04;8.5%
11784201;83.73;7.5%
14452501;53.31;12.5%
15535001;62.21;12%
14452301;70.44;7%
15535201;72.36;7%
14452801;159.96;7.5%
15534801;62.21;12%
14271001;33.32;12%
15535101;62.21;12%
14271101;33.32;12%
4463201;22.02;11.5%
4463101;34.49;8.5%
14452701;53.31;12.5%
15534901;62.21;12%
3850101;47.06;13%
3850301;45.01;13%
10053101;36.33;12.5%
11805701;37.23;12.5%
11919201;26.66;13%
7369701;18.74;12%
7345201;25.54;13%
10016601;186.4;0.5%
12740301;null;0%
15154001;29.99;10%
15153901;40.91;13%
15534201;29.87;12.5%
14479601;29.76;12.5%
14449501;38.86;13%
10716401;29.35;12.5%
15375901;32.11;12%
10276701;39.01;13.5%
5111101;23.52;11%
10021401;21.12;12.5%
12389001;49.83;8%
12073301;null;0%
